ID,meter_point_key,park_key,park_type,park_type_human,Round_Day(markets_at),contract_at,Round_Day(expires_at),Leistung [W],ownconsumption,latitude,longitude,Performance
372,ZP_ID_0625,AMP_SO_Bochum_DE032085,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,161280,0.7,51.43,7.14,1.0
963,ZP_ID_1217,AMP_SO_Bohmte,solar,Photovoltaikanlage,2021-02-01T00:00:00,2020-12-28 01:00:00,,732000,,52.38,8.3,1.0
2030,,AMP_SO_Bohmte_DE018007,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,187920,0.7,52.36,8.3,1.0
1947,ZP_ID_1924,AMP_SO_Bonn,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-02-01 01:00:00,,289560,0.5,50.75,7.06,1.0
1113,ZP_ID_1272,AMP_SO_Bornheim-Merten,solar,Photovoltaikanlage,2021-07-01T00:00:00,2021-05-28 02:00:00,,220500,0.5,50.78,6.93,1.0
1338,ZP_ID_1479,AMP_SO_Bornheim_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,219030,,50.77,7.03,1.0
1089,ZP_ID_1252,AMP_SO_Bornheim_01,solar,Photovoltaikanlage,2021-05-01T00:00:00,2021-05-01 02:00:00,,138750,0.5,50.77,6.94,1.0
1094,ZP_ID_1253,AMP_SO_Bornheim_02,solar,Photovoltaikanlage,2021-05-01T00:00:00,2021-03-31 02:00:00,,180480,0.5,50.8,6.95,1.0
1724,ZP_ID_1751,AMP_SO_Bornheim_04,solar,Photovoltaikanlage,2022-04-29T00:00:00,2022-04-12 02:00:00,,170240,0.8,50.8,6.92,1.0
1905,ZP_ID_1877,AMP_SO_Bornheim_05,solar,Photovoltaikanlage,2023-01-01T00:00:00,2023-01-01 01:00:00,,114540,0.5,50.76,7.02,1.0
1956,ZP_ID_1927,AMP_SO_Bornheim_06,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-03-01 01:00:00,,457330,0.2,50.75,7.02,1.0
1486,ZP_ID_1613,AMP_SO_Bottrop,solar,Photovoltaikanlage,2022-02-01T00:00:00,2021-12-27 01:00:00,,208000,0.67,51.51,6.98,1.0
1095,ZP_ID_1254,AMP_SO_Bramsche,solar,Photovoltaikanlage,2021-05-01T00:00:00,2021-03-31 02:00:00,,199950,0.1,52.38,7.97,1.0
375,ZP_ID_0782,AMP_SO_Bramsche_DE025045,solar,Photovoltaikanlage,2019-03-01T00:00:00,2018-08-30 02:00:00,,165240,0.7,52.4,7.99,1.0
1818,ZP_ID_1815,AMP_SO_Breckerfeld,solar,Photovoltaikanlage,2022-10-01T00:00:00,2022-10-01 02:00:00,,214600,0.6,51.27,7.46,1.0
376,ZP_ID_0712,AMP_SO_Brühl,solar,Photovoltaikanlage,2019-01-07T00:00:00,2018-10-30 01:00:00,,200480,,50.84,6.92,1.0
377,ZP_ID_1067,AMP_SO_Burbach,solar,Photovoltaikanlage,2020-08-01T00:00:00,2020-06-22 02:00:00,,482980,0.6,50.72,8.13,1.0
373,ZP_ID_0521,AMP_SO_Bönen,solar,Photovoltaikanlage,2018-07-01T00:00:00,2018-05-23 02:00:00,,749520,0.5,51.62,7.79,1.0
374,ZP_ID_0821,AMP_SO_Bönen_02,solar,Photovoltaikanlage,2020-09-25T00:00:00,2019-02-28 01:00:00,,129530,,51.6,7.78,1.0
917,ZP_ID_1141,AMP_SO_Bönen_03,solar,Photovoltaikanlage,2020-09-25T00:00:00,2019-02-28 01:00:00,,68970,,51.6,7.78,1.0
1051,ZP_ID_1233,AMP_SO_Bönen_04,solar,Photovoltaikanlage,2021-04-01T00:00:00,2021-02-24 01:00:00,,571200,0.9,51.61,7.77,1.0
1768,ZP_ID_1796,AMP_SO_Bönen_05,solar,Photovoltaikanlage,2022-09-01T00:00:00,2022-07-21 02:00:00,,198000,0.9,51.61,7.77,1.0
1771,ZP_ID_1797,AMP_SO_Bönen_06,solar,Photovoltaikanlage,2022-09-01T00:00:00,2022-07-21 02:00:00,,152380,0.9,51.61,7.77,1.0
378,ZP_ID_0299,AMP_SO_Büttelborn,solar,Photovoltaikanlage,2016-07-01T00:00:00,2018-11-16 01:00:00,,499800,0.45,49.9,8.52,1.0
379,ZP_ID_0922,AMP_SO_Castrop-Rauxel_DE032054,solar,Photovoltaikanlage,2020-04-02T00:00:00,2018-08-30 02:00:00,,136500,0.7,51.56,7.29,1.0
380,ZP_ID_0367,AMP_SO_Clausen,solar,Photovoltaikanlage,2017-05-01T00:00:00,2017-03-23 01:00:00,2023-03-31T00:00:00,3126160,,49.27,7.71,1.0
1640,ZP_ID_1681,AMP_SO_Coesfeld_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,1074060,,51.92,7.17,1.0
381,ZP_ID_0645,AMP_SO_Datteln_DE032000,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,749940,0.7,51.64,7.34,1.0
1694,ZP_ID_1727,AMP_SO_Datteln_DE032059_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,106080,,51.67,7.35,1.0
382,ZP_ID_0368,AMP_SO_Dienheim,solar,Photovoltaikanlage,2017-03-01T00:00:00,2017-01-27 01:00:00,,193440,,49.83,8.35,1.0
383,ZP_ID_0849,AMP_SO_Dinslaken,solar,Photovoltaikanlage,2019-09-02T00:00:00,2019-05-24 02:00:00,,455700,,51.57,6.81,1.0
1929,ZP_ID_1884,AMP_SO_Dorsten_01_(RD),solar,Photovoltaikanlage,2022-12-01T00:00:00,2022-12-01 01:00:00,,215820,,51.76,7.0,1.0
1930,ZP_ID_1885,AMP_SO_Dorsten_02_(RD),solar,Photovoltaikanlage,2022-12-01T00:00:00,2022-12-01 01:00:00,,152500,,51.76,6.99,1.0
1931,ZP_ID_1886,AMP_SO_Dorsten_03_(RD),solar,Photovoltaikanlage,2022-12-01T00:00:00,2022-12-01 01:00:00,,115470,,51.76,6.99,1.0
1637,ZP_ID_1679,AMP_SO_Dortmund,solar,Photovoltaikanlage,2022-03-15T00:00:00,2022-03-14 01:00:00,,140800,0.6,51.5,7.57,1.0
384,ZP_ID_0394,AMP_SO_Dortmund-Deusenberg,solar,Photovoltaikanlage,2017-05-01T00:00:00,2017-03-28 02:00:00,,3592105,,51.54,7.42,1.0
385,ZP_ID_0264,AMP_SO_Dortmund-Grevel,solar,Photovoltaikanlage,2016-04-07T00:00:00,2016-02-01 01:00:00,,2408000,,51.57,7.55,1.0
1850,ZP_ID_1952,AMP_SO_Dortmund_02,solar,Photovoltaikanlage,2023-04-01T00:00:00,2023-04-01 02:00:00,,144000,0.8,51.56,7.59,1.0
2013,,AMP_SO_Dortmund_DE032010,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,144000,0.7,51.56,7.54,1.0
386,ZP_ID_0567,AMP_SO_Dortmund_DE032023,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,108080,0.7,51.52,7.5,1.0
387,ZP_ID_1039,AMP_SO_Dortmund_DE032025,solar,Photovoltaikanlage,2020-06-01T00:00:00,2018-08-30 02:00:00,,135300,0.7,51.48,7.43,1.0
388,ZP_ID_0748,AMP_SO_Dortmund_DE032065,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,124200,0.7,51.46,7.41,1.0
389,ZP_ID_0601,AMP_SO_Drensteinfurt_DE013014,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,143360,0.7,51.8,7.73,1.0
1599,ZP_ID_1656,AMP_SO_Duisburg,solar,Photovoltaikanlage,2022-04-01T00:00:00,2022-02-17 01:00:00,,144000,0.8,51.42,6.75,1.0
1767,ZP_ID_1780,AMP_SO_Duisburg_(RD),solar,Photovoltaikanlage,2022-07-01T00:00:00,,,209980,,51.4,6.76,1.0
1165,ZP_ID_1326,AMP_SO_Düsseldorf_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,159800,,51.23,6.84,1.0
1198,ZP_ID_1332,AMP_SO_Düsseldorf_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,139840,,51.17,6.86,1.0
1461,ZP_ID_1569,AMP_SO_Düsseldorf_03_(RD),solar,Photovoltaikanlage,2021-11-17T00:00:00,,,259400,,51.17,6.86,1.0
390,ZP_ID_0358,AMP_SO_Ellerstadt_(WL),solar,Photovoltaikanlage,2018-01-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,1659000,,49.47,8.25,1.0
391,ZP_ID_0618,AMP_SO_Emlichheim_DE025002,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,147840,0.7,52.61,6.85,1.0
392,ZP_ID_0523,AMP_SO_Emmerich,solar,Photovoltaikanlage,2018-06-01T00:00:00,2018-05-30 02:00:00,,283000,,51.87,6.29,1.0
1999,ZP_ID_1956,AMP_SO_Ennepetal,solar,Photovoltaikanlage,2023-04-01T00:00:00,2023-04-01 02:00:00,,134000,0.7,51.29,7.33,1.0
957,ZP_ID_1154,AMP_SO_Ennigerloh,solar,Photovoltaikanlage,2020-11-01T00:00:00,2020-10-30 01:00:00,,327000,0.7,51.85,8.02,1.0
1419,ZP_ID_1534,AMP_SO_Ennigerloh_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,175490,,51.85,8.02,1.0
1417,ZP_ID_1537,AMP_SO_Ennigerloh_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,123060,,51.85,8.02,1.0
1418,ZP_ID_1538,AMP_SO_Ennigerloh_03_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,114620,,51.85,8.02,1.0
393,ZP_ID_0858,AMP_SO_Ennigerloh_DE013006,solar,Photovoltaikanlage,2020-01-01T00:00:00,2018-08-30 02:00:00,,196360,0.7,51.84,8.03,1.0
394,ZP_ID_0872,AMP_SO_Ense,solar,Photovoltaikanlage,2019-07-29T00:00:00,2019-07-24 02:00:00,,514600,0.75,51.5,7.96,1.0
863,VZP_ID_221,AMP_SO_Ense Waltringen_01,solar,Photovoltaikanlage,2020-08-27T00:00:00,2020-08-21 02:00:00,,748730,,51.51,7.92,1.0
1112,VZP_ID_222,AMP_SO_Ense Waltringen_02,solar,Photovoltaikanlage,2021-06-02T00:00:00,2021-05-26 02:00:00,,416500,,51.51,7.92,1.0
1673,ZP_ID_1706,AMP_SO_Ense-Bremen_DE013025_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,117300,,,,1.0
1470,ZP_ID_1558,AMP_SO_Ense-Höingen,solar,Photovoltaikanlage,2022-01-01T00:00:00,2021-11-22 01:00:00,,702160,0.5,51.49,7.97,1.0
1955,,AMP_SO_Ense_01_(RD),solar,Photovoltaikanlage,2023-04-01T00:00:00,,,547680,1.0,51.49,7.97,1.0
1801,ZP_ID_1813,AMP_SO_Ense_01_(RD),solar,Photovoltaikanlage,2022-08-01T00:00:00,,,474180,,51.49,7.97,1.0
817,ZP_ID_0818,AMP_SO_Erkelenz,solar,Photovoltaikanlage,2020-07-07T00:00:00,2019-03-01 01:00:00,,343900,,51.08,6.33,1.0
1720,ZP_ID_1753,AMP_SO_Erndtebrück_(RD),solar,Photovoltaikanlage,2022-04-01T00:00:00,,,181050,,51.0,8.26,1.0
1674,ZP_ID_1698,AMP_SO_Erwitte_DE013052_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,140500,,51.61,8.35,1.0
918,ZP_ID_1146,AMP_SO_Essen_DE001001,solar,Photovoltaikanlage,2020-12-01T00:00:00,2018-10-01 02:00:00,,145780,0.7,51.49,7.06,1.0
1096,ZP_ID_1260,AMP_SO_Essen_DE001018,solar,Photovoltaikanlage,2021-06-01T00:00:00,2018-10-01 02:00:00,,185000,0.7,51.45,7.03,1.0
999,ZP_ID_1184,AMP_SO_Essen_DE001021,solar,Photovoltaikanlage,2021-01-01T00:00:00,2018-08-30 02:00:00,,184920,0.7,51.52,7.01,1.0
395,ZP_ID_0642,AMP_SO_Essen_DE001058,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,111440,0.7,51.47,6.92,1.0
396,ZP_ID_0975,AMP_SO_Essen_DE001080,solar,Photovoltaikanlage,2019-12-09T00:00:00,2018-08-30 02:00:00,,217620,0.7,51.46,6.93,1.0
1659,ZP_ID_1701,AMP_SO_Essen_DE001084_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,132600,,51.36,6.93,1.0
1697,ZP_ID_1726,AMP_SO_Essen_DE032095_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,106080,,51.44,7.09,1.0
1972,ZP_ID_1938,AMP_SO_Essen_DE037001,solar,Photovoltaikanlage,2023-03-01T00:00:00,2018-10-01 02:00:00,,747000,0.7,51.46,7.07,1.0
397,ZP_ID_0843,AMP_SO_Euskirchen,solar,Photovoltaikanlage,2019-08-07T00:00:00,2018-06-13 02:00:00,,279000,,50.62,6.87,1.0
818,ZP_ID_0483,AMP_SO_Eßweiler_(WL),solar,Photovoltaikanlage,2018-01-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,1512000,,49.57,7.53,1.0
1620,ZP_ID_1663,AMP_SO_Finnentrop,solar,Photovoltaikanlage,2022-02-22T00:00:00,2022-02-22 01:00:00,,120000,0.5,51.19,8.04,1.0
1793,ZP_ID_1803,AMP_SO_Finnentrop_02,solar,Photovoltaikanlage,2022-09-01T00:00:00,2022-07-28 02:00:00,,179820,0.6,51.18,8.01,1.0
1980,ZP_ID_1942,AMP_SO_Finnentrop_03,solar,Photovoltaikanlage,2023-05-01T00:00:00,2023-04-01 02:00:00,,178450,0.5,51.19,8.01,1.0
398,ZP_ID_0396,AMP_SO_Frankenthal,solar,Photovoltaikanlage,2017-06-01T00:00:00,2017-04-13 02:00:00,,250320,,49.55,8.35,1.0
399,ZP_ID_0888,AMP_SO_Frechen,solar,Photovoltaikanlage,2019-12-05T00:00:00,2019-08-30 02:00:00,,409820,0.11,50.92,6.82,1.0
400,ZP_ID_0868,AMP_SO_Fröndenberg,solar,Photovoltaikanlage,2019-09-01T00:00:00,2019-07-22 02:00:00,,444540,0.2,51.48,7.81,1.0
401,ZP_ID_0869,AMP_SO_Fröndenberg_02,solar,Photovoltaikanlage,2019-09-01T00:00:00,2019-07-22 02:00:00,,312480,0.1,51.48,7.8,1.0
402,ZP_ID_1003,AMP_SO_Fröndenberg_03,solar,Photovoltaikanlage,2020-07-23T00:00:00,2020-02-09 01:00:00,,222080,0.14,51.48,7.7,1.0
403,ZP_ID_1085,AMP_SO_Fröndenberg_04,solar,Photovoltaikanlage,2020-09-01T00:00:00,2020-07-22 02:00:00,,211000,,51.51,7.76,1.0
974,ZP_ID_1223,AMP_SO_Fröndenberg_05,solar,Photovoltaikanlage,2021-03-01T00:00:00,2021-01-20 01:00:00,,321400,0.95,51.48,7.8,1.0
1471,ZP_ID_1600,AMP_SO_Fuchstal,solar,Photovoltaikanlage,2022-01-01T00:00:00,2021-12-03 01:00:00,,454960,,47.95,10.84,1.0
819,ZP_ID_0412,AMP_SO_Geilenkirchen,solar,Photovoltaikanlage,2017-07-18T00:00:00,2017-07-20 02:00:00,,149760,0.1,50.97,6.09,1.0
1220,ZP_ID_1347,AMP_SO_Geilenkirchen_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,115000,,50.98,6.11,1.0
919,ZP_ID_1123,AMP_SO_Geldern,solar,Photovoltaikanlage,2020-11-01T00:00:00,2020-09-30 02:00:00,,204240,0.76,51.52,6.33,1.0
1248,ZP_ID_1382,AMP_SO_Geldern_02,solar,Photovoltaikanlage,2021-10-01T00:00:00,2021-08-24 02:00:00,,639360,0.5,51.57,6.36,1.0
1935,ZP_ID_1908,AMP_SO_Geldern_03,solar,Photovoltaikanlage,2023-02-01T00:00:00,2023-02-01 01:00:00,,600000,0.2,51.48,6.38,1.0
404,ZP_ID_0861,AMP_SO_Gelsenkirchen,solar,Photovoltaikanlage,2019-09-25T00:00:00,2019-06-27 02:00:00,,749650,,51.55,7.09,1.0
405,ZP_ID_1084,AMP_SO_Gelsenkirchen_02,solar,Photovoltaikanlage,2020-09-01T00:00:00,2020-07-28 02:00:00,,749060,,51.55,7.09,1.0
2022,,AMP_SO_Gelsenkirchen_DE001064,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,164340,0.7,51.54,7.07,1.0
2024,ZP_ID_1959,AMP_SO_Georgsmarienhütte_DE009041,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,200860,0.7,52.21,8.07,1.0
820,ZP_ID_0671,AMP_SO_Gerolsheim_(WL),solar,Photovoltaikanlage,2018-12-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,3148000,,49.55,8.28,1.0
1755,ZP_ID_1778,AMP_SO_Gescher,solar,Photovoltaikanlage,2022-08-01T00:00:00,2022-06-22 02:00:00,,749900,0.7,51.96,7.01,1.0
406,ZP_ID_0650,AMP_SO_Geseke_DE005023,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,174900,0.7,51.64,8.51,1.0
407,ZP_ID_1076,AMP_SO_Gladbeck_DE001034,solar,Photovoltaikanlage,2020-09-01T00:00:00,2018-10-01 02:00:00,,190080,0.7,51.58,6.98,1.0
1658,ZP_ID_1700,AMP_SO_Gladbeck_DE001046_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,135200,,51.57,6.99,1.0
408,ZP_ID_0914,AMP_SO_Goch,solar,Photovoltaikanlage,2019-10-02T00:00:00,2019-09-29 02:00:00,,254820,0.1,51.7,6.04,1.0
1346,ZP_ID_1536,AMP_SO_Goch_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,126270,,51.69,6.07,1.0
409,ZP_ID_0992,AMP_SO_Goch_02,solar,Photovoltaikanlage,2020-02-17T00:00:00,2020-01-31 01:00:00,,356500,0.45,51.72,6.13,1.0
1107,ZP_ID_1265,AMP_SO_Goch_03,solar,Photovoltaikanlage,2021-06-01T00:00:00,2021-04-30 02:00:00,,385440,0.1,51.7,6.04,1.0
1432,ZP_ID_1526,AMP_SO_Goch_04,solar,Photovoltaikanlage,2021-12-01T00:00:00,2021-10-13 02:00:00,,229500,0.2,51.73,6.13,1.0
1762,ZP_ID_1808,AMP_SO_Goch_07,solar,Photovoltaikanlage,2022-08-19T00:00:00,2022-08-05 02:00:00,,281940,0.2,51.7,6.08,1.0
1084,ZP_ID_1261,AMP_SO_Greven_DE009002,solar,Photovoltaikanlage,2021-05-01T00:00:00,2018-10-01 02:00:00,,185000,0.7,52.09,7.61,1.0
1890,ZP_ID_1858,AMP_SO_Greven_DE009014,solar,Photovoltaikanlage,2022-12-01T00:00:00,2018-10-01 02:00:00,,204240,0.7,52.13,7.55,1.0
410,ZP_ID_0651,AMP_SO_Greven_DE009025,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,171720,0.7,52.11,7.61,1.0
1227,ZP_ID_1373,AMP_SO_Gronau_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,113680,,52.21,7.04,1.0
1289,ZP_ID_1397,AMP_SO_Gronau_01_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,441000,,52.2,7.06,1.0
1281,ZP_ID_1410,AMP_SO_Gronau_01_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,240000,,52.16,7.04,1.0
1283,ZP_ID_1414,AMP_SO_Gronau_01_03_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,198360,,52.16,7.04,1.0
1292,ZP_ID_1418,AMP_SO_Gronau_01_04_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,167500,,52.17,7.03,1.0
1282,ZP_ID_1420,AMP_SO_Gronau_01_05_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,154020,,52.18,6.99,1.0
1293,ZP_ID_1425,AMP_SO_Gronau_01_06_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,120900,,52.21,7.07,1.0
1280,ZP_ID_1428,AMP_SO_Gronau_01_07_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,114240,,52.16,7.04,1.0
1309,ZP_ID_1445,AMP_SO_Gronau_01_09_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,171360,,52.17,7.05,1.0
1331,ZP_ID_1458,AMP_SO_Gronau_01_10_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,542640,,52.2,7.07,1.0
1329,ZP_ID_1461,AMP_SO_Gronau_01_11_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,221400,,52.21,7.07,1.0
1352,ZP_ID_1473,AMP_SO_Gronau_01_12_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,340020,,52.21,7.07,1.0
1348,ZP_ID_1477,AMP_SO_Gronau_01_13_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,235505,,52.2,7.09,1.0
1429,ZP_ID_1535,AMP_SO_Gronau_01_14_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,142920,,52.22,7.02,1.0
1443,ZP_ID_1551,AMP_SO_Gronau_01_15_(RD),solar,Photovoltaikanlage,2021-11-01T00:00:00,,,120700,,52.2,7.05,1.0
413,ZP_ID_0919,AMP_SO_Gronau_03,solar,Photovoltaikanlage,2019-11-01T00:00:00,2019-09-25 02:00:00,,990890,0.7,52.21,7.03,1.0
414,ZP_ID_1032,AMP_SO_Gronau_04,solar,Photovoltaikanlage,2020-07-01T00:00:00,2020-03-26 01:00:00,,330980,0.3,52.18,7.03,1.0
1456,ZP_ID_1565,AMP_SO_Gronau_05,solar,Photovoltaikanlage,2021-12-01T00:00:00,2021-11-29 01:00:00,,528000,0.4,52.21,7.06,1.0
1606,ZP_ID_1664,AMP_SO_Gronau_06,solar,Photovoltaikanlage,2022-04-01T00:00:00,2022-02-28 01:00:00,,273000,,52.19,6.98,1.0
1819,ZP_ID_1828,AMP_SO_Gronau_07,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-11-01 01:00:00,,185420,0.7,52.17,7.07,1.0
1829,ZP_ID_1832,AMP_SO_Gronau_08,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-11-01 01:00:00,,134000,0.3,52.2,7.01,1.0
1860,ZP_ID_1843,AMP_SO_Gronau_09,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-11-01 01:00:00,,750000,0.7,52.21,7.06,1.0
411,ZP_ID_0525,AMP_SO_Gronau_1,solar,Photovoltaikanlage,2018-06-01T00:00:00,2018-05-04 02:00:00,,539000,,52.22,7.02,1.0
1861,ZP_ID_1844,AMP_SO_Gronau_10,solar,Photovoltaikanlage,2023-04-01T00:00:00,2022-12-01 01:00:00,,750000,0.7,52.21,7.06,1.0
1922,ZP_ID_1887,AMP_SO_Gronau_11,solar,Photovoltaikanlage,2023-02-01T00:00:00,2023-02-01 01:00:00,,283000,0.3,52.2,7.06,1.0
412,ZP_ID_0526,AMP_SO_Gronau_2,solar,Photovoltaikanlage,2018-06-01T00:00:00,2018-05-04 02:00:00,,214560,0.68,52.22,7.02,1.0
415,ZP_ID_0936,AMP_SO_Gronau_DE025025,solar,Photovoltaikanlage,2019-12-01T00:00:00,2018-08-30 02:00:00,,117180,0.7,52.22,7.03,1.0
416,ZP_ID_0803,AMP_SO_Groß-Rohrheim,solar,Photovoltaikanlage,2019-04-16T00:00:00,2019-02-02 01:00:00,,749375,,49.72,8.49,1.0
417,ZP_ID_0500,AMP_SO_Grünstadt_(WL),solar,Photovoltaikanlage,2018-03-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,385000,,49.56,8.17,1.0
1941,ZP_ID_1918,AMP_SO_Grünstadt_02,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-03-01 01:00:00,,146940,,49.56,8.17,1.0
1940,ZP_ID_1919,AMP_SO_Grünstadt_03,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-03-01 01:00:00,,159960,,49.56,8.17,1.0
418,ZP_ID_0911,AMP_SO_Gummersbach_DE002003,solar,Photovoltaikanlage,2019-09-01T00:00:00,2018-08-30 02:00:00,,177100,0.7,51.0,7.57,1.0
1389,ZP_ID_1543,AMP_SO_Gönnheim_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,123200,,49.45,8.23,1.0
1610,ZP_ID_1785,AMP_SO_Günzburg,solar,Photovoltaikanlage,2022-09-01T00:00:00,2022-07-07 02:00:00,,160580,0.9,48.47,10.28,1.0
1566,,AMP_SO_Gütersloh_DE005085,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,222650,,51.92,8.37,1.0
1840,ZP_ID_1842,AMP_SO_Haan,solar,Photovoltaikanlage,2022-12-01T00:00:00,2022-12-01 01:00:00,,144000,0.8,51.19,7.0,1.0
1661,ZP_ID_1703,AMP_SO_Haan_DE002050_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,129030,,51.2,7.02,1.0
420,ZP_ID_0885,AMP_SO_Hagen,solar,Photovoltaikanlage,2019-10-01T00:00:00,2019-08-21 02:00:00,,253000,,51.37,7.55,1.0
419,ZP_ID_0717,AMP_SO_Hagen-Boele_DE013087,solar,Photovoltaikanlage,2018-11-22T00:00:00,2018-08-30 02:00:00,,158760,0.7,51.38,7.47,1.0
1310,ZP_ID_1451,AMP_SO_Hagen_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,100000,,51.37,7.55,1.0
1358,ZP_ID_1486,AMP_SO_Hagen_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,135699,,51.38,7.47,1.0
1296,ZP_ID_1388,AMP_SO_Hagen_02,solar,Photovoltaikanlage,2021-10-01T00:00:00,2021-08-31 02:00:00,,299640,0.8,51.37,7.52,1.0
1603,ZP_ID_1651,AMP_SO_Hagen_03,solar,Photovoltaikanlage,2022-04-01T00:00:00,2022-02-17 01:00:00,,141750,0.6,51.35,7.58,1.0
421,ZP_ID_0609,AMP_SO_Hagen_DE013080,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,153440,0.7,51.35,7.49,1.0
422,ZP_ID_0986,AMP_SO_Hagen_DE013083,solar,Photovoltaikanlage,2020-02-01T00:00:00,2018-08-30 02:00:00,,203130,0.7,51.4,7.48,1.0
423,ZP_ID_0959,AMP_SO_Hagen_DE013086,solar,Photovoltaikanlage,2019-12-01T00:00:00,2018-08-30 02:00:00,,201300,0.7,51.36,7.56,1.0
424,ZP_ID_0973,AMP_SO_Hagen_DE013088,solar,Photovoltaikanlage,2020-01-01T00:00:00,2018-08-30 02:00:00,,139860,0.7,51.34,7.4,1.0
1824,ZP_ID_1829,AMP_SO_Halle,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-11-01 01:00:00,,143640,0.8,52.05,8.37,1.0
1695,ZP_ID_1735,AMP_SO_Haltern_am See_DE032066_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,102510,,51.73,7.19,1.0
1299,ZP_ID_1387,AMP_SO_Halver,solar,Photovoltaikanlage,2021-10-01T00:00:00,2021-08-31 02:00:00,,363350,0.1,51.18,7.51,1.0
1416,ZP_ID_1556,AMP_SO_Halver_02,solar,Photovoltaikanlage,2022-01-01T00:00:00,2021-11-16 01:00:00,,161000,0.98,51.21,7.52,1.0
1474,ZP_ID_1574,AMP_SO_Halver_03,solar,Photovoltaikanlage,2022-01-01T00:00:00,2021-11-30 01:00:00,,220000,0.8,51.21,7.52,1.0
